2014-11-12T10:12:23.0992638+01:00,1,66.77053,-41.10721,0
2014-11-12T10:12:38.8981674+01:00,2,82.56918,42.30494,0
2014-11-12T10:12:55.0190895+01:00,3,98.68965,-48.52829,0
2014-11-12T10:13:11.8640530+01:00,4,115.535,45.1464,0
2014-11-12T10:13:25.5368350+01:00,5,129.2074,138.5405,0
2014-11-12T10:13:59.9328023+01:00,7,163.602,122.1244,5
2014-11-12T10:14:12.6705309+01:00,8,176.3402,158.225,5
2014-11-12T10:14:25.9172886+01:00,9,189.5859,141.6944,5
2014-11-12T10:14:42.3802302+01:00,10,206.0488,136.541,5
2014-11-12T10:14:56.1930202+01:00,11,219.8619,129.0337,5
2014-11-12T10:15:10.5378407+01:00,12,234.2058,152.5571,5
2014-11-12T10:15:29.4679234+01:00,13,253.1355,103.1422,5
2014-11-12T10:15:49.2440546+01:00,14,272.9112,72.86733,5
2014-11-12T10:16:07.1320777+01:00,15,290.799,75.13987,5
2014-11-12T10:16:43.2881457+01:00,17,326.9538,-14.4061,5
2014-11-12T10:16:58.3350064+01:00,18,342.0005,41.08834,5
2014-11-12T10:17:13.1448534+01:00,19,356.8105,27.27807,5
2014-11-12T10:17:27.4586721+01:00,20,371.124,52.19041,5
2014-11-12T10:17:43.0605645+01:00,21,386.7258,68.1132,5
2014-11-12T10:17:57.0233631+01:00,22,400.6877,-17.72768,5
2014-11-12T10:18:11.7722067+01:00,23,415.4363,24.79607,5
2014-11-12T10:18:27.6261135+01:00,24,431.2896,-24.45979,5
2014-11-12T10:18:42.4909637+01:00,25,446.1545,61.87893,5
2014-11-12T10:18:57.7198348+01:00,26,461.3835,5.536721,5
2014-11-12T10:19:12.5336821+01:00,27,476.1967,-40.41518,5
2014-11-12T10:19:27.3885317+01:00,28,491.0515,-11.23848,5
2014-11-12T10:19:44.0184829+01:00,29,507.6808,-6.23706,5
2014-11-12T10:20:02.3895337+01:00,30,526.0511,26.53736,5
