2014-11-12T10:28:50.9607662+01:00,48,1054.611,0
2014-11-12T10:28:54.8559890+01:00,48,1058.506,1
2014-11-12T10:28:56.8591036+01:00,48,1060.509,0
2014-11-12T10:28:59.8832766+01:00,48,1063.534,1
2014-11-12T10:29:01.8863911+01:00,48,1065.537,0
2014-11-12T10:29:04.7145529+01:00,48,1068.365,1
2014-11-12T10:29:06.7106671+01:00,48,1070.361,0
2014-11-12T10:29:09.3718193+01:00,48,1073.022,1
2014-11-12T10:29:11.3859345+01:00,48,1075.036,0
2014-11-12T10:29:15.6141763+01:00,49,1079.265,0
2014-11-12T10:29:18.0693167+01:00,49,1081.719,2
2014-11-12T10:29:20.0714313+01:00,49,1083.722,0
2014-11-12T10:29:22.2705570+01:00,49,1085.92,2
2014-11-12T10:29:29.5649743+01:00,50,1093.215,0
2014-11-12T10:29:31.2460704+01:00,50,1094.896,2
2014-11-12T10:29:33.2601856+01:00,50,1096.91,0
2014-11-12T10:29:35.3663061+01:00,50,1099.016,2
2014-11-12T10:29:37.3714208+01:00,50,1101.021,0
2014-11-12T10:29:43.1237498+01:00,51,1106.773,0
2014-11-12T10:29:45.8059032+01:00,51,1109.455,2
2014-11-12T10:29:47.8240186+01:00,51,1111.474,0
2014-11-12T10:29:50.2721586+01:00,51,1113.921,2
2014-11-12T10:29:55.8404771+01:00,52,1119.49,0
2014-11-12T10:29:57.6635814+01:00,52,1121.313,2
2014-11-12T10:29:59.6826969+01:00,52,1123.332,0
2014-11-12T10:30:01.5038010+01:00,52,1125.153,2
2014-11-12T10:30:19.8958530+01:00,54,1143.545,0
2014-11-12T10:30:21.9969732+01:00,54,1145.645,2
2014-11-12T10:30:24.0030879+01:00,54,1147.652,0
2014-11-12T10:30:33.4446280+01:00,55,1157.093,0
2014-11-12T10:30:36.0617776+01:00,55,1159.71,1
2014-11-12T10:30:38.0848934+01:00,55,1161.733,0
2014-11-12T10:30:41.0470628+01:00,55,1164.695,1
2014-11-12T10:30:43.0701785+01:00,55,1166.718,0
2014-11-12T10:30:46.3433657+01:00,55,1169.991,1
2014-11-12T10:30:48.3414800+01:00,55,1171.99,0
2014-11-12T10:30:51.5556638+01:00,55,1175.203,1
2014-11-12T10:30:53.5537781+01:00,55,1177.202,0
2014-11-12T10:30:58.4280569+01:00,56,1182.076,0
2014-11-12T10:31:01.5312344+01:00,56,1185.179,1
