4807,1.500,4.076
4823,1.417,4.565
4823,1.447,4.076
4839,1.466,3.978
4855,1.510,4.076
4871,1.540,4.076
4887,1.574,4.076
4903,1.657,4.076
4903,1.691,3.978
4919,1.725,3.978
4935,1.789,3.978
4951,1.818,4.174
4967,1.867,3.978
4983,1.872,4.663
4999,1.891,4.076
4999,1.931,4.076
5015,1.975,4.076
5031,1.921,3.978
5047,1.862,3.978
5063,1.789,3.978
5079,1.735,3.978
5079,1.725,3.978
5095,1.750,3.978
5111,1.774,4.076
5127,1.818,4.076
5143,1.838,4.076
5159,1.872,4.076
5175,1.848,3.978
5175,1.823,3.978
5191,2.023,4.076
5207,2.087,3.978
5223,1.960,3.978
5239,1.877,3.978
5255,1.799,3.978
5255,1.769,3.978
5271,1.789,4.076
5287,1.735,4.076
5303,1.755,4.663
5319,1.789,3.783
5335,1.804,3.978
5351,1.862,4.076
5351,2.023,3.783
5367,2.498,3.978
5383,3.333,3.978
5399,3.226,3.783
5415,1.945,3.978
5431,1.471,4.076
5431,1.442,3.881
5447,1.442,3.978
5463,1.471,3.978
5479,1.515,3.978
5495,1.593,3.978
5511,1.672,3.978
5527,1.696,3.978
5527,1.764,3.978
5543,1.804,3.978
5559,1.828,3.881
5575,1.872,3.978
5591,1.882,3.881
5607,1.882,3.978
5607,1.887,4.272
5623,1.916,3.978
5639,1.877,3.978
5655,1.882,3.978
5671,1.852,3.978
5687,1.813,3.881
5703,1.813,3.881
5703,1.857,3.978
5719,1.887,3.881
5735,1.838,3.881
5751,1.838,3.881
5767,1.852,3.881
5783,1.813,3.978
5783,1.804,4.565
5799,1.960,3.978
5815,2.038,3.783
5831,1.950,3.783
5847,1.843,4.076
5863,1.848,3.881
5879,1.804,3.881
5879,1.774,3.978
5895,1.725,3.881
5911,1.725,3.978
5927,1.755,3.881
5943,1.750,3.881
5959,1.750,3.881
5959,1.891,3.881
5975,2.268,3.881
5991,3.104,3.881
6007,3.289,3.881
6023,2.097,3.881
6039,1.427,3.978
6054,1.378,3.881
6055,1.359,3.881
6071,1.383,3.881
6087,1.452,3.881
6103,1.515,3.881
6119,1.593,3.881
6135,1.637,3.978
6135,1.657,3.881
6151,1.691,3.783
6167,1.730,3.587
6183,1.779,3.881
6199,1.779,3.881
6215,1.838,3.881
6230,1.872,3.978
6231,1.896,4.467
6247,1.926,3.881
6263,1.882,3.978
6279,1.828,3.783
6295,1.799,3.881
6311,1.784,4.174
6311,1.808,3.881
6327,1.808,3.881
6343,1.823,3.881
6359,1.808,3.881
6375,1.813,3.881
6391,1.808,3.881
6406,1.784,3.881
6407,1.799,3.881
6423,1.945,3.783
6438,1.950,3.783
6454,1.872,3.783
6470,1.808,3.783
6486,1.769,3.783
6487,1.730,3.783
6502,1.706,3.783
6518,1.672,3.881
6534,1.691,3.881
6550,1.716,3.881
6566,1.720,3.783
6567,1.794,3.783
6582,2.077,3.783
6598,2.757,3.783
6614,3.514,3.978
6630,2.928,3.881
6646,1.740,3.783
6662,1.505,3.783
6663,1.491,3.685
6678,1.515,3.881
6694,1.530,3.783
6710,1.593,3.783
6726,1.652,3.881
6742,1.681,3.783
6743,1.735,3.783
6758,1.769,3.881
6774,1.818,3.783
6790,1.848,3.881
6806,1.867,3.783
6822,1.916,3.783
6838,1.926,3.783
6839,1.975,3.783
6854,1.979,3.881
6870,1.979,3.881
6886,1.921,3.881
6902,1.857,3.783
6918,1.823,3.783
6919,1.808,3.783
6934,1.813,3.783
6950,1.813,3.783
6966,1.843,3.783
6982,1.833,3.881
6998,1.804,3.881
7014,1.774,3.881
7015,1.764,3.783
7030,1.730,3.783
7046,1.867,3.783
7062,1.955,3.783
7078,1.921,3.783
7094,1.779,4.076
7095,1.711,3.685
7110,1.667,3.881
7126,1.652,3.881
7142,1.662,3.881
7158,1.672,3.783
7174,1.696,3.783
7190,1.681,3.978
7191,1.716,3.881
7206,1.911,3.881
7222,2.366,3.685
7238,3.211,3.783
7254,3.284,3.783
7270,2.067,3.783
7270,1.457,3.783
7286,1.378,4.370
7302,1.398,3.881
7318,1.408,3.685
7334,1.437,3.685
7350,1.481,3.783
7366,1.544,3.685
7366,1.672,3.685
7382,1.725,3.783
7398,1.691,3.685
7414,1.745,3.685
7430,1.857,3.783
7446,1.833,3.685
7447,1.838,3.685
7462,1.848,3.783
7478,1.935,3.587
7494,2.160,3.685
7510,1.970,3.685
7526,1.794,3.685
7543,1.711,3.685
7543,1.745,3.685
7558,1.799,3.587
7574,1.813,3.685
7590,1.877,3.783
7606,2.253,3.685
7622,2.126,3.783
7622,1.916,3.685
7638,1.799,3.685
7654,1.789,3.783
7670,1.779,4.076
7686,1.799,3.587
7702,1.794,3.783
7718,1.735,3.685
7718,1.691,3.587
7734,1.720,3.685
7750,1.667,3.685
7766,1.662,3.685
7782,1.632,3.685
7798,1.618,3.685
7798,1.672,3.685
7814,1.642,3.685
7830,1.652,3.587
7846,1.760,3.783
7862,2.077,3.685
7878,2.835,3.783
7894,3.397,3.783
7894,2.473,3.685
7910,1.500,3.587
7926,1.398,3.685
7942,1.388,3.783
7958,1.422,3.685
7974,1.476,3.685
7974,1.530,4.076
7990,1.588,3.685
8006,1.632,3.685
8022,1.691,3.685
8038,1.681,3.685
8054,1.706,3.783
8070,1.760,3.783
8070,1.764,3.685
8086,1.779,3.587
8102,1.857,3.587
8118,1.872,3.685
8134,1.843,3.685
8150,1.823,3.685
8150,1.804,3.685
8166,1.891,3.685
8182,1.857,3.685
8198,1.760,3.685
8214,1.760,3.783
8230,1.769,4.174
8246,1.779,3.587
8246,1.843,3.587
8262,1.935,3.685
8278,1.906,3.685
8294,1.779,3.685
8310,1.779,3.685
8326,1.799,3.783
8326,1.838,3.685
8342,1.979,3.685
8358,1.862,3.685
8374,1.760,3.783
8390,1.725,3.685
8406,1.676,3.587
8422,1.652,3.587
8422,1.637,3.685
8438,1.637,3.685
8454,1.623,3.587
8470,1.701,3.587
8486,1.823,3.685
8502,1.808,3.587
8502,1.984,3.685
8518,2.639,3.685
8534,3.392,3.783
8550,2.791,4.272
8566,1.628,3.783
8582,1.422,3.587
8598,1.413,3.685
8598,1.505,3.587
8614,1.701,3.587
8630,1.799,3.685
8646,1.862,3.685
8662,1.989,3.685
8678,2.087,3.685
8678,2.151,3.685
8693,1.940,3.685
8709,1.716,3.587
8725,1.613,3.587
8741,1.588,3.685
8757,1.632,3.587
8773,1.681,3.978
8774,1.686,3.196
8789,1.720,3.685
8805,1.711,3.685
8821,1.662,3.587
8837,1.667,3.587
8853,1.701,3.587
8854,1.706,3.685
8869,1.769,3.587
8885,1.774,3.587
8901,1.750,3.587
8917,1.760,3.587
8933,1.740,3.587
8949,1.769,3.685
8950,1.764,3.783
8965,1.818,3.685
8981,1.799,3.685
8997,1.745,3.587
9013,1.843,3.685
9029,1.887,3.685
9030,1.808,3.587
9045,1.696,3.587
9061,1.628,3.685
9077,1.598,3.587
9093,1.613,3.685
9109,1.608,3.587
9125,1.598,3.587
9125,1.652,3.490
9141,1.676,3.685
9157,1.784,3.587
9173,1.975,3.587
9189,2.493,3.587
9205,3.324,3.587
9206,3.255,3.587
9222,2.053,3.587
9240,1.696,3.587
9253,1.559,3.587
9271,1.510,3.783
9289,1.603,3.587
9301,1.569,3.587
9301,1.515,3.783
9317,1.588,3.587
9333,1.637,3.587
9349,1.720,3.685
9365,1.745,3.685
9381,1.794,3.685
9382,1.833,3.587
9397,1.838,3.587
9413,1.828,3.196
9429,1.833,3.587
9445,1.764,3.587
9461,1.730,3.587
9477,1.716,3.587
9478,1.813,3.587
9493,1.813,3.587
9509,1.745,3.685
9525,1.706,3.587
9541,1.676,3.587
9557,1.608,3.587
9557,1.530,3.587
9573,1.598,3.587
9589,1.647,3.587
9605,1.716,3.587
9621,1.686,3.685
9637,1.667,3.685
9653,1.642,4.076
9653,1.662,3.685
9669,1.823,3.685
9685,1.911,3.685
9701,1.857,3.587
9719,1.784,3.587
9734,1.774,3.587
9734,1.774,3.587
9749,1.720,3.783
9765,1.799,3.587
9781,1.750,4.076
9797,1.730,3.587
9813,1.701,3.685
9831,1.706,3.490
9831,1.970,3.685
9845,2.586,3.783
9861,3.412,3.587
9877,3.206,3.587
9893,2.033,3.196
9909,1.491,3.490
9909,1.398,3.685
9925,1.383,3.587
9941,1.427,3.685
9957,1.471,3.587
9973,1.549,3.685
9989,1.613,3.587
10005,1.672,3.587
10005,1.701,3.490
10021,1.764,3.587
10037,1.823,3.587
10053,1.862,3.685
10069,1.857,3.587
10085,1.867,3.490
10085,1.882,3.196
10101,1.916,3.587
10117,1.867,3.490
10133,1.852,3.587
10149,1.794,3.685
10165,1.764,3.490
10180,1.745,3.587
10181,1.745,3.490
10197,1.730,3.490
10213,1.755,3.490
10229,1.818,3.685
10245,1.852,3.587
10261,1.843,3.392
10261,1.808,3.490
10277,1.823,4.174
10293,1.808,3.490
10308,1.828,3.392
10324,1.828,3.685
10340,1.833,3.392
10356,1.999,3.685
10357,1.989,3.783
10372,1.872,3.587
10388,1.794,3.587
10404,1.730,3.490
10420,1.716,3.783
10436,1.745,3.685
10437,1.784,3.587
10452,1.779,3.490
10468,1.779,4.174
10484,1.794,3.490
10500,1.945,3.587
10516,2.258,3.587
10532,3.045,3.587
10532,3.578,3.490
10548,2.634,3.587
10564,1.613,3.490
10580,1.476,3.490
10596,1.476,3.587
10612,1.491,3.490
10613,1.540,3.587
10628,1.623,3.490
10644,1.608,3.490
10660,1.642,3.490
10676,1.701,3.587
10692,1.774,3.587
10708,1.818,4.272
10708,1.843,3.490
10724,1.872,3.490
10740,1.857,3.587
10756,1.857,3.490
10772,1.911,3.587
10788,1.955,3.685
10788,1.916,3.490
10804,1.926,3.685
10820,1.926,3.490
10836,1.926,3.490
10852,1.867,3.587
10868,1.838,3.881
10884,1.891,3.587
10884,1.896,3.587
10900,1.872,3.978
10916,1.896,3.587
10932,1.887,3.490
10948,1.979,3.196
10964,1.970,3.587
10964,1.921,3.490
10980,1.867,3.587
10996,1.789,3.587
11012,1.735,3.587
11028,1.887,3.685
11044,1.984,3.685
11060,1.965,3.490
11060,1.926,3.587
11076,1.804,3.196
11092,1.769,3.490
11108,1.755,3.587
11124,1.755,3.392
11140,1.764,3.587
11140,1.740,3.685
11156,1.784,3.490
11172,1.852,3.392
11188,2.033,3.685
11204,2.546,3.490
11220,3.333,3.587
11236,3.280,3.685
11236,1.940,3.685
11252,1.398,3.685
11268,1.378,3.490
11284,1.354,3.685
11300,1.364,3.587
11316,1.471,3.685
11316,1.520,3.685
11332,1.574,3.685
11348,1.681,3.196
11364,1.735,3.685
11380,1.799,3.587
11396,1.833,3.685
11411,1.760,3.685
11412,1.735,3.587
11427,1.735,3.685
11443,1.755,3.978
11459,1.779,3.587
11475,1.760,3.685
11491,1.701,4.076
11492,1.672,3.587
11507,1.696,3.685
11523,1.652,3.783
11539,1.706,3.587
11555,1.711,3.685
11571,1.696,3.685
11587,1.740,3.685
11588,1.745,3.783
11603,1.750,3.685
11619,1.799,3.783
11635,1.808,3.881
11651,1.794,3.685
11667,1.823,3.685
11668,1.794,3.685
11683,1.906,3.685
11699,1.838,3.587
11715,1.706,3.587
11731,1.691,3.881
11747,1.672,3.978
11763,1.652,3.685
11763,1.667,3.587
11779,1.632,3.978
11795,1.618,3.587
11812,1.642,3.587
11828,1.584,3.685
11844,1.672,3.685
11844,1.979,3.685
11860,2.678,3.881
11876,3.553,3.783
11892,3.050,3.587
11908,1.544,3.783
11924,1.266,3.685
11940,1.315,3.685
11940,1.320,3.685
11956,1.369,3.587
11972,1.452,3.685
11988,1.540,3.783
12004,1.535,3.783
12020,1.569,3.587
12020,1.623,3.783
12036,1.672,3.587
12052,1.735,3.685
12068,1.730,3.587
12084,1.696,3.587
12100,1.706,3.783
12116,1.745,3.783
12116,1.764,3.783
12132,1.745,3.685
12148,1.681,3.783
12164,1.569,4.370
12180,1.544,3.881
12196,1.525,3.685
12196,1.574,3.685
12212,1.628,3.881
12228,1.652,3.783
12244,1.672,3.685
12260,1.628,3.783
12276,1.676,3.685
12292,1.681,3.685
12292,1.652,3.685
12308,1.662,3.685
12324,1.686,3.685
12340,1.686,3.783
12356,1.584,3.685
12372,1.784,3.881
12372,1.813,3.685
12388,1.725,3.685
12404,1.652,3.783
12420,1.588,3.685
12436,1.559,3.783
12452,1.554,3.881
12467,1.608,3.587
12468,1.657,3.685
12484,1.613,3.783
12499,1.588,3.685
12515,1.662,3.685
12531,1.857,3.783
12547,2.405,3.685
12548,3.167,3.783
12563,2.796,3.978
12579,1.530,3.881
12595,1.290,3.783
12611,1.281,3.685
12627,1.276,3.587
12643,1.295,3.783
12644,1.334,3.685
12659,1.408,3.783
12675,1.491,3.881
12691,1.535,3.881
12707,1.598,3.685
12723,1.613,3.587
12724,1.652,3.783
12739,1.691,3.783
12755,1.667,3.783
12771,1.652,3.783
12787,1.686,3.881
12803,1.691,3.881
12819,1.735,3.881
12819,1.740,3.881
12835,1.701,3.881
12851,1.716,3.881
12867,1.686,3.881
12883,1.662,3.685
12899,1.735,3.881
12900,1.784,3.978
12915,1.774,3.783
12931,1.774,3.783
12947,1.730,3.783
12963,1.711,3.783
12979,1.730,3.881
12995,1.720,3.783
12995,1.691,3.881
13011,1.720,4.272
13027,1.862,3.881
13043,1.901,3.783
13059,1.799,3.783
13075,1.730,3.783
13075,1.676,3.783
13091,1.608,3.783
13107,1.549,3.587
13123,1.559,3.881
13139,1.588,3.978
13155,1.618,3.978
13171,1.623,3.978
13171,1.720,3.881
13187,2.063,3.881
13203,2.752,3.881
13219,3.265,4.076
13235,2.390,3.978
13251,1.422,4.076
13251,1.344,4.076
13267,1.334,3.881
13283,1.373,3.881
13299,1.422,3.783
13315,1.505,3.881
13331,1.491,3.978
13347,1.466,3.978
13347,1.515,3.978
13363,1.623,3.978
13379,1.603,3.881
13395,1.608,3.978
13411,1.608,3.881
13427,1.632,4.174
13427,1.642,4.076
13443,1.657,3.881
13459,1.667,3.978
13475,1.657,4.076
13491,1.603,4.174
13507,1.579,4.076
13523,1.608,3.978
13523,1.593,3.881
13539,1.618,4.076
13555,1.598,4.076
13571,1.593,4.076
13587,1.613,4.076
13603,1.608,3.978
13603,1.618,3.978
13619,1.623,3.978
13635,1.632,3.978
13651,1.657,4.076
13667,1.642,3.978
13682,1.628,4.076
13699,1.745,4.565
13699,1.740,4.076
13715,1.657,4.076
13731,1.579,4.174
13746,1.564,4.174
13762,1.520,3.978
13778,1.500,4.076
13779,1.486,4.174
13794,1.447,4.370
13810,1.476,4.076
13826,1.491,4.272
13842,1.598,4.076
13858,1.945,4.076
13874,2.615,4.174
13875,3.133,3.978
13890,2.322,4.076
13906,1.325,4.174
13922,1.207,4.076
13938,1.246,4.174
13954,1.310,4.272
13955,1.344,4.076
13970,1.403,3.978
13986,1.452,4.076
14002,1.525,4.370
14018,1.530,4.174
14034,1.559,4.663
14050,1.593,4.076
14050,1.623,4.174
14066,1.642,4.370
14082,1.686,4.076
14098,1.706,4.174
14114,1.730,4.272
14130,1.725,4.174
14130,1.672,4.174
14146,1.598,4.076
14162,1.564,4.956
14178,1.540,4.272
14194,1.510,4.272
14210,1.515,4.272
14226,1.505,4.272
14226,1.544,4.174
14242,1.510,4.272
14258,1.515,4.174
14274,1.584,4.174
14290,1.647,4.370
14306,1.676,4.370
14306,1.711,4.174
14322,1.681,4.272
14338,1.647,4.174
14354,1.755,4.174
14370,1.804,4.272
14386,1.764,4.174
14402,1.676,4.272
14402,1.637,4.370
14418,1.608,4.467
14434,1.647,4.272
14450,1.632,4.370
14466,1.613,4.174
14482,1.618,4.272
14482,1.588,4.272
14498,1.618,4.174
14514,1.872,4.370
14530,2.405,4.370
14546,3.128,4.272
14562,2.815,4.272
14578,1.584,4.272
14578,1.320,4.272
14594,1.329,4.370
14610,1.334,4.663
14626,1.417,4.370
14642,1.466,4.956
14658,1.500,4.467
14673,1.554,4.272
14674,1.608,4.370
14690,1.662,4.272
14706,1.672,4.272
14722,1.711,4.370
14738,1.750,4.174
14754,1.833,4.272
14754,1.872,4.467
14770,1.916,4.467
14786,1.896,4.370
14802,1.848,4.370
14818,1.760,3.978
14833,1.672,4.272
14849,1.652,4.370
14850,1.613,4.663
14866,1.618,4.467
