2014-11-11T17:09:09.5357528+01:00,1,2220,0,19.97453,0,0,0,0,0
2014-11-11T17:09:09.5677546+01:00,2,2220,0,19.97453,0,1,0,0,0
2014-11-11T17:09:43.4616932+01:00,3,2220,86.71394,53.89957,0,2,0,0,0
2014-11-11T17:09:59.8246292+01:00,4,2220,92.83298,65.09647,5.164589,3,0,0,1
2014-11-11T17:10:15.1335048+01:00,5,2220,30.83579,12.02639,3.279197,3,-26.95389,0,1
2014-11-11T17:10:43.3351178+01:00,7,30,28.59056,11.04254,2.979673,3,-35.67306,5,1
2014-11-11T17:10:56.9298954+01:00,8,30,55.75842,10.88168,2.713818,3,-44.61213,5,1
2014-11-11T17:11:09.9726414+01:00,9,30,62.19145,10.84008,2.201876,3,-46.30549,5,1
2014-11-11T17:11:23.3834084+01:00,10,30,92.49683,10.78073,2.630034,3,-50.296,5,1
2014-11-11T17:11:36.3441498+01:00,11,30,91.27515,10.87495,2.085785,3,-46.416,5,1
2014-11-11T17:11:50.0859357+01:00,12,30,31.08137,10.923,2.816802,3,-47.91996,5,1
2014-11-11T17:12:04.2857479+01:00,13,30,63.12687,10.89997,3.300976,3,-46.07005,5,1
2014-11-11T17:12:19.2826057+01:00,14,30,27.35472,11.724,3.271854,3,-45.19969,5,1
2014-11-11T17:12:33.6044249+01:00,15,30,60.93149,11.41236,2.909486,3,-42.97796,5,1
2014-11-11T17:12:47.2962080+01:00,16,30,91.51672,10.98286,2.709508,3,-42.61001,5,1
2014-11-11T17:13:02.3430686+01:00,17,30,32.43195,11.08345,3.962074,3,-41.67913,5,1
2014-11-11T17:13:15.4068158+01:00,18,30,89.43888,10.76332,2.30113,3,-41.89841,5,1
2014-11-11T17:13:29.9126455+01:00,19,30,90.58163,10.86212,3.642658,3,-43.22119,5,1
2014-11-11T17:13:43.2784100+01:00,20,30,88.13704,10.61422,2.751119,3,-43.34106,5,1
2014-11-11T17:13:57.7372370+01:00,21,30,30.89465,10.99545,3.463039,3,-44.40885,5,1
2014-11-11T17:14:11.2280086+01:00,22,30,62.65258,10.93074,2.560363,3,-44.33419,5,1
2014-11-11T17:14:25.4508221+01:00,23,30,33.00998,11.05597,3.165177,3,-44.59259,5,1
2014-11-11T17:14:39.3876192+01:00,24,30,58.62214,10.84845,3.08918,3,-44.33844,5,1
